Ticker,Name,Market Cap,Price
"MOSC","Mosaic Acquisition Corp. Class A",426937500,9.9
"CNTY","Century Casinos Inc",426781131.66,14.43
"ANZU","Anzu Special Acquisition Corp I - Class A",425687500,9.73
"RMGB","RMG Acquisition Corp II - Class A",425212500,9.86
"PNNT","PennantPark Investment Corporation",425065965.7,6.34
"MTL","Mechel PJSC",424596159.9,2.03
"AXDX","Accelerate Diagnostics Inc",424255945.95,6.95
"NOA","North American Construction Group Ltd",424241848.08,13.8
"CENH","Centricus Acquisition Corp - Class A",423918750,9.83
"AVDL","Avadel Pharmaceuticals plc",422864993.73,7.23
"LSEA","Landsea Homes Corporation - Class A",422551568.5,9.14
"ERES","East Resources Acquisition Co - Class A",421762500,9.78
"YAC","Yucaipa Acquisition Corporation - Class A",421762500,9.78
"VTIQ","VectoIQ Acquisition Corp II",421331250,9.77
"SPFI","South Plains Financial Inc",420784406.02,23.33
"SOL","Renesola",420775792.92,7.35
"DHHC","DiamondHead Holdings Corp - Class A",420468750,9.75
"SGU","Star Group L.P.",420081974.4,10.45
"ACII","Atlas Crest Investment Corp II - Class A",419390625,9.725
"ATER","Aterian Inc",419243326.64,13.69
"WIMI","Wimi Hologram Cloud Inc",419236448.695,5.02
"KURI","Alkuri Global Acquisition Corp - Class A",419175000,9.72
"ACET","Adicet Bio Inc",418864973.46,13.18
"ENPC","Executive Network Partnering Corporation - Class A",418477400,9.7
"GMBT","Queens Gambit Growth Capital - Class A",418312500,9.7
"OIS","Oil States International Inc",417937067.9,6.82
"GFX","Golden Falcon Acquisition Corp - Class A",417018750,9.67
"SLCR","Silver Crest Acquisition Corp - Class A",417018750,9.67
"PPGH","Poema Global Holdings Corp - Class A",416156250,9.65
"NODK","NI Holdings Inc",415450061.73,19.47
"IBEX","IBEX Ltd",415174764.64,23.08
"NLST","Netlist Inc",414975142.11,1.93
"RAIN","Rain Therapeutics Inc",414727485.2,15.97
"FDUS","Fidus Investment Corp",414702678,16.97
"PBYI","Puma Biotechnology Inc",414113258.16,10.26
"FPI","Farmland Partners Inc",413897687.37,13.47
"CBAH","CBRE Acquisition Holdings Inc - Class A",412904625,9.77
"TWND","Tailwind Acquisition Corp - Class A",412756394.44,9.88
"VGII-U","Virgin Group Acquisition Corp II - Units (1 Ord Share Class A & 1/5 War)",412500000,10
"TERN","Terns Pharmaceuticals Inc",411297428.64,16.37
"FLXN","Flexion Therapeutics Inc",411023227.87,8.23
"ASXC","Asensus Surgical Inc",410408509.28,1.76
"RLGT","Radiant Logistics Inc",409476102.58,8.17
"NEXI","Neximmune Inc",409185010.26,17.98
"NFC","New Frontier Corporation Class A",409075875,10.11
"CVGI","Commercial Vehicle Group Inc",408734816.84,12.41
"ARAY","Accuray Inc",408481664.52,4.38
"AFIB","Acutus Medical Inc",408220408.12,14.53
"ANGN","Angion Biomedica Corp",407475651.8,13.82
"CDAK","Codiak Biosciences Inc",407370957.84,18.48
"PERI","Perion Network Ltd",406723853.38,14.87
"DSKE","Daseke Inc",406156557.87,6.23
"YJ","Yunji Inc",405320428.28,1.9
"YTPG","TPG Pace Beneficial II Corp - Class A",404653001.13,10.17
"TRC","Tejon Ranch Company",404641751.04,15.36
"ACTT","ACT TELECONFERENCING INC",404625000,10.79
"EZPW","EZCorp Inc - Class A",404308670.36,7.24
"OSBC","Old Second Bancorporation Inc",404033294,14
"COE","China Online Education Group",403320870.8568,18.5
"NSS","NuStar Logistics LP",402191097.24,24.61
"AMYT","Amryt Pharma Plc",401822359.68,11.2
"MDCA","MDC Partners Inc - Class A",401362187.2,5.2
"REPYY","Repsol S.A",401241029.1,13.685
"STXB","Spirit of Texas Bancshares Inc",401206455,23.4
"ISLE","Isleworth Healthcare Acquisition Corp",401186364.3,9.7
"HCAR","Healthcare Services Acquisition Corp - Class A",401166000,9.69
"GSS","Golden Star Resources Ltd",400728942,3.6
"AXTI","AXT Inc",400666078.96,9.52
"JCAP","Jernigan Capital Inc",400591098.6,17.22
"FLDM","Fluidigm Corp",400301602.98,5.34
"VACQ","Vector Acquisition Corp - Class A",400000000,10
"PRSR","Prospector Capital Corp - Class A",398531250,9.81
"DRRX","Durect Corp",397960818.5,1.75
"SPRO","Spero Therapeutics Inc",397513211,13.4
"PV","Primavera Capital Acquisition Corporation - Class A",396975000,10.05
"PV-U","Primavera Capital Acquisition Corporation - Units (1 Ord Class A & 1/2 War)",396580000,10.04
"ZIXI","Zix Corp",395058521.46,6.94
"CVLG","Covenant Logistics Group Inc - Class A",395012442.96,23.58
"SB","Safe Bulkers Inc",394393932.84,3.86
"SIEN","Sientra Inc",394304275.11,6.855
"TMQ","Trilogy Metals Inc",393919273.02,2.73
"ATCX","Atlas Technical Consultants Inc - Class A",393729397.92,11.16
"ALTO","Alto Ingredients Inc",392179327.6,5.36
"SFTW","Osprey Technology Acquisition Corp - Class A",392150000,9.92
"EOLS","Evolus Inc",391413178.2,8.95
"INFU","InfuSystem Holdings Inc",391158710.67,19.11
"ATOS","Atossa Therapeutics Inc",390262708.64,3.23
"OTLK","Outlook Therapeutics Inc",390222022.5,2.25
"PPTA","Perpetua Resources Corp Com",389820110.14,8.21
"SWBK","Switchback II Corp - Class A",388987500,9.84
"JNCE","Jounce Therapeutics Inc",388671429.63,7.59
"EEX","Emerald Holding Inc",388615841.46,5.39
"AVRO","AvroBio Inc",386252716.8,9.28
"RTTO","Rito Group Corp",385921573.8,6.76
"AMSC","American Superconductor Corp",385866933.75,13.99
"BYTSU","BYTE Acquisition Corp - Units (1 Ord Class A & 1/2 War)",384914700,9.99
"KNDI","Kandi Technologies Group Inc",384476530.5,5.1
"TRIN","Trinity Capital Inc",384123473,14.5
"HMCO","HumanCo Acquisition Corp - Class A",383606250,9.98
"ICAD","Icad Inc",383495068.62,15.39
"MESA","Mesa Air Group Inc",383419729.14,10.74
"ONCR","Oncorus Inc",382854516.66,14.94
"TBCPU","Thunder Bridge Capital Partners III Inc - Units (1 Ord Share Class A & 1/5 War)",382750000,10
"FMIVU","Forum Merger IV Corp - Units (1 Ord Share Class A & 1/4 War)",382382343,9.9501
"NATR","Nature`s Sunshine Products Inc",382375497.69,19.17
"APLT","Applied Therapeutics Inc",382353969.04,14.66
"CSPR","Casper Sleep Inc",381156595.6,9.4
"GWRS","Global Water Resources Inc",379930092.72,16.82
"LCUT","Lifetime Brands Inc",379813397.76,17.28
"GBOX","GreenBox POS",379726907.82,9.22
"BYSI","BeyondSpring Inc",379676556.1,9.7
"LLNW","Limelight Networks Inc",379579463.28,3.02
"LND","Brasilagro Companhia Brasileira De Propriedade Agricola",379457279.11,6.08
"SPKE","Spark Energy Inc - Class A",379426211.64,10.71
"RVI","Retail Value Inc",379287703.48,17.99
"RAAC","Revolution Acceleration Acquisition Corp - Class A",379116663.37,9.89
"SSAA","Science Strategic Acquisition Corp Alpha - Class A",378033750,9.74
"OGI","OrganiGram Holdings Inc",377995159.74,2.58
"ATMR-U","Altimar Acquisition Corp II - Units (1 Ord Share Class A & 1/4 War)",377625000,10.07
"GXII","GX Acquisition Corp II - Class A",377250000,10.06
"SBEAU","SilverBox Engaged Merger Corp I - Units (1 Ord Share Class A & 1/3 War)",376875000,10.05
"WSR","Whitestone REIT",376871475.33,8.81
"PDAC","Peridot Acquisition Corp - Class A",376500000,10.04
"NSTC","Northern Star Investment Corp III - Class A",376265117.592,9.828
"HHLA-U","HH&L Acquisition Co - Units (1 Ord Class A & 1/2 War)",376125000,10.03
"NDAC","NightDragon Acquisition Corp - Class A",375936000,9.79
"HOL","Holicity Inc - Class A",375750000,10.02
"ESBA","Empire State Realty OP LP",375472661.04,11.56
"CSTA-U","Constellation Acquisition Corp I - Units (1 Ord Share Class A & 1/3 War)",375375000,10.01
"SPGS-U","Simon Property Group Acquisition Holdings Inc - Units (1 Ord Class A & 1/5 War)",375375000,10.01
"THCB","Tuscan Holdings Corp",375063787.14,10.57
"BSKYU","Big Sky Growth Partners Inc - Units (1 Ord Share Class A & 1/4 War)",375041250,10.0011
"FINMU","Marlin Technology Corp - Units (1 Ord Share Class A & 1/3 War)",375000000,10
"DMYI","dMY Technology Group Inc III - Class A",375000000,10
"GIIXU","Gores Holdings VIII Inc - Units (1 Ord Share Class A & 1/8 War)",375000000,10
"TWNT-U","Tailwind Two Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)",375000000,10
"JOFFU","Joff Fintech Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)",375000000,10
"ENNVU","ECP Environmental Growth Opportunities Corp - Units (1 Ord Class A & 1/4 War)",375000000,10
"DHHCU","DiamondHead Holdings Corp - Units (1 Ord Share Class A & 1/4 War)",375000000,10
"OOMA","Ooma Inc",374912000,16.16
"TIOAU","Tio Tech A - Units (1 Ord Share Class A & 1/3 War)",374625000,9.99
"TLYS","Tillys Inc - Class A",374491069.8,12.45
"KLDI","KLDiscovery Inc - Class A",374294641.6,8.8
"AGAC-U","African Gold Acquisition Corp - Units (1 Ord Class A & 3/4 War)",374250000,9.98
"OEPWU","One Equity Partners Open Water I Corp - Units (1 Ord Share Class A & 1/3 War)",374250000,9.98
"TACO","Del Taco Restaurants Inc",374189273.28,10.18
"QELL","Qell Acquisition Corp - Class A",374187000,9.86
"OHPAU","Orion Acquisition Corp - Units (1 Ord Share Class A & 1/4 War)",373875000,9.97
"PDOT-U","Peridot Acquisition Corp II - Units (1 Ord Share Class A & 1/5 War)",373875000,9.97
"TSIA","TS Innovation Acquisitions Corp - Class A",373875000,9.97
"ROSS-U","Ross Acquisition Corp II - Units (1 Ord Share Class A & 1/3 War)",373875000,9.97
"BTNB","Bridgetown 2 Holdings Ltd - Class A",373750000,10
"GXIIU","GX Acquisition Corp II - Units (1 Ord Share Class A & 1/3 War)",373500000,9.96
"TLGA-U","TLG Acquisition One Corp - Units (1 Ord Share Class A & 1/3 War)",373500000,9.96
"INZY","Inozyme Pharma Inc",373381178.7,15.9
"HYAC","Haymaker Acquisition Corp III - Class A",373252500,9.9534
"SLAC-U","Social Leverage Acquisition Corp I - Units (1 Ord Share Class A & 1/4 War)",373218750,9.9525
"FCAX-U","Fortress Capital Acquisition Corp - Units (1 Ord Class A & 1/5 War)",373125000,9.95
"SCOBU","ScION Tech Growth II - Units (1 Ord Share Class A & 1/3 War)",373125000,9.95
"LEGAU","Lead Edge Growth Opportunities Ltd - Units (1 Ord Share Class A & 1/4 War)",373125000,9.95
"PLMIU","Plum Acquisition Corp I - Units (1 Ord Share Class A & 1/5 War)",373125000,9.95
"HYACU","Haymaker Acquisition Corp III - Units (1 Ord Share Class A & 1/4 War)",373125000,9.95
"GMDA","Gamida Cell Ltd",372880966.96,6.32
"NL","NL Industries Inc",372747837.76,7.64
"BNED","Barnes & Noble Education Inc",372497119.25,7.25
"ACAHU","Atlantic Coastal Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)",372375000,9.93
"NAACU","North Atlantic Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)",372375000,9.93
"FRX","Forest Road Acquisition Corp - Class A",372375000,9.93
"FOA","Finance of America Companies Inc",372312500,10.36
"CHPM","CHP Merger Corp - Class A",372000000,9.92
"QMCO","Quantum Corp",371905776.1,8.95
"OHPA","Orion Acquisition Corp - Class A",371700000,9.912
"TBCP","Thunder Bridge Capital Partners III Inc - Class A",371650250,9.71
"TIPT","Tiptree Inc",371489498.1,11.34
"XONE","ExOne Company",371469806.4,19.36
"BYTS","BYTE Acquisition Corp - Class A",371043900,9.63
"BSN","Broadstone Acquisition Corp - Class A",370943154.72,9.72
"RSTN","RDE Inc",370920332.84,2.84
"CIVB","Civista Bancshares Inc",370570942.12,23.72
"SPGS","Simon Property Group Acquisition Holdings Inc - Class A",370500000,9.88
"ATAX","America First Multifamily Investors LP",370214258.2,6.1
"QTNT","Quotient Ltd",370147705.98,3.66
"NGAB-U","Northern Genesis Acquisition Corp II - Units (1 Ord & 1/3 War)",370125000,9.87
"ATMR","Altimar Acquisition Corp II - Class A",369750000,9.86
"LUNA","Luna Innovations Inc",369550246.34,11.77
"GIIX","Gores Holdings VIII Inc - Class A",369375000,9.85
"ENNV","ECP Environmental Growth Opportunities Corp - Class A",369375000,9.85
"CSTA","Constellation Acquisition Corp I - Class A",368625000,9.83
"FRST","Primis Financial Corp",368201559.17,15.01
"VRA","Vera Bradley Inc",367893534.9,11.01
"PDOT","Peridot Acquisition Corp II - Class A",367875000,9.81
"SBEA","SilverBox Engaged Merger Corp I - Class A",367500000,9.8
"CLAA","Colonnade Acquisition Corp II - Class A",367500000,9.8
"SURF","Surface Oncology Inc",367407817.2,8.46
"FACA-U","Figure Acquisition Corp I - Units (1 Ord Class A & 1/4 War)",366785706.95,10.27
"FRXB","Forest Road Acquisition Corp II - Class A",366686250,9.7783
"FCAX","Fortress Capital Acquisition Corp - Class A",366375000,9.77
"XPOA","DPCM Capital Inc - Class A",366375000,9.77
"AGLE","Aeglea BioTherapeutics Inc",366206590.8,7.47
"ALTU","Altitude Acquisition Corp - Class A",366000000,9.76
"FIXX","Homology Medicines Inc",365908151.55,6.41
"JOFF","Joff Fintech Acquisition Corp - Class A",365250000,9.74
"CHAA","Catcha Investment Corp - Class A",365037187.5,9.63
"PLMI","Plum Acquisition Corp I - Class A",364875000,9.73
"HTPA","Highland Transcend Partners I Corp - Class A",364875000,9.73
"ACAH","Atlantic Coastal Acquisition Corp - Class A",364500000,9.72
"SCOB","ScION Tech Growth II - Class A",364312500,9.715
"ATHX","Athersys Inc",364221871.48,1.64
"ESM","ESM Acquisition Corp - Class A",364125000,9.71
"TLGA","TLG Acquisition One Corp - Class A",363750000,9.7
"CTSO","Cytosorbents Corp",363448901.83,8.39
"LNDC","Landec Corp",363433788.48,12.39
"PTOC","Pine Technology Acquisition Corp - Class A",363375000,9.69
"GXGX","Gx Acquisition Corp - Class A",363328125,10.11
"FRGI","Fiesta Restaurant Group Inc",363244852.36,13.82
"IGAC","IG Acquisition Corp - Class A",363000000,9.68
"BSPE","Bespoke Capital Acquisition Corp",362880000,10.08
"CLPT","ClearPoint Neuro Inc",362703160.42,17.47
"GLAD","Gladstone Capital Corp",362401011.63,10.77
"FINM","Marlin Technology Corp - Class A",362250000,9.66
"KLR","Kaleyra Inc",362225877.52,11.57
"HHLA","HH&L Acquisition Co - Class A",361875000,9.65
"TWNT","Tailwind Two Acquisition Corp - Class A",361875000,9.65
"NCMI","National Cinemedia Inc",361333187.55,4.47
"SPRB","Spruce Biosciences Inc",361179016,15.5
"OCX","OncoCyte Corp",360991424.64,4.06
"MDVL","MedAvail Holdings Inc",360920847.4,11.3
"LTRPA","Liberty TripAdvisor Holdings Inc - Series A",360919994.5,4.78
"AMPE","Ampio Pharmaceuticals Inc",360067995.52,1.84
"DSPG","DSP Group Inc",360009980.52,14.86
"BDSI","Biodelivery Sciences International",359720348,3.65
"NXU-U","Novus Capital Corp II - Units (1 Ord Share Class A & 1/3 War)",359375000,10
"SVFC","SVF Investment Corp 3 - Class A",359240400,9.99
"AGMH","AGM Group Holdings Inc - Class A",359118379.8,12.62
"KVSA","Khosla Ventures Acquisition Co - Class A",359000000,10
"TK","Teekay Corp",358936545.3,3.55
"OEPW","One Equity Partners Open Water I Corp - Class A",358875000,9.57
"FTIV","FinTech Acquisition Corp IV - Class A",358872000,11.4
"ROT-U","Rotor Acquisition Corp - Units (1 Ord Class A & 1/2 War)",357765000,10.37
"ALUS","Alussa Energy Acquisition Corp - Class A",357578125,9.95
"WEBS","Direxion Daily Dow Jones Internet Bear 3X Shares",357419245.33,22.4699
"FACA","Figure Acquisition Corp I - Class A",357142850,10
"HUNTF","Hunter Maritime Acquisition Corp - Class A",357071757,0.16
"ENFA","890 5th Avenue Partners Inc - Class A",356135500,9.7
"OPT","Opthea Ltd",355938732.100338,8.2883
"FHTX","Foghorn Therapeutics Inc",355564710.6,9.65
"FTCV","FinTech Acquisition Corp V - Class A",355541336.8,10.4
"AGAC","African Gold Acquisition Corp - Class A",355500000,9.48
"URGN","UroGen Pharma Ltd",355474654.08,15.96
"MEC","Mayville Engineering Company Inc",355458182.1,17.43
"FSRV","FinServ Acquisition Corp - Class A",355213950,11.13
"GTBP","GT Biopharma Inc",355208439.6,12.51
"SMBK","SmartFinancial Inc",354959533.5,23.5
"AQB","AquaBounty Technologies Inc",354401905.74,4.99
"DGNS","Dragoneer Growth Opportunities Corp II - Class A",353225040,10.02
"KLAQ","KL Acquisition Corp - Class A",352187500,9.8
"ATOM","Atomera Inc",351321768.25,15.25
"FOREU","Foresight Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)",350898750,9.99
"ADVM","Adverum Biotechnologies Inc",350606501.66,3.58
"TTSH","Tile Shop Hldgs Inc",350495518.5,6.75
"CLRM","Clarim Acquisition Corp - Class A",350390625,9.75
"BCEL","Atreca Inc - Class A",349895982,9.5
"LCTX","Lineage Cell Therapeutics Inc",349480087.82,2.33
"NXU","Novus Capital Corp II - Class A",348953125,9.71
"PRTK","Paratek Pharmaceuticals Inc",348881896.32,7.44
"RSVA","Rodgers Silicon Valley Acquisition Corp",348737500,12.13
"GHL","Greenhill & Co Inc",348609161.4,17.86
"SQZ","SQZ Biotechnologies Company",347685073.34,12.47
"CND","Concord Acquisition Corp - Class A",347232200,9.85
"KALA","Kala Pharmaceuticals Inc",347129500.05,5.37
"PRQR","ProQR Therapeutics N.V",346983254.73,6.5
"FUSN","Fusion Pharmaceuticals Inc",346870332.13,8.17
"EVC","Entravision Communications Corp - Class A",346554626.99,4.07
"KOR","Corvus Gold Inc",346196678.1,2.85
"VOXX","VOXX International Corp - Class A",345997867.8,14.46
"MSON","Misonix Inc",345525873.25,19.85
"DSX","Diana Shipping Inc",345494257.74,3.87
"TINV","Tiga Acquisition Corp - Class A",345000000,10
"IVAN","Ivanhoe Capital Acquisition Corp - Class A",344655000,9.99
"RRD","R.R. Donnelley & Sons Company",344394000,4.77
"AXU","Alexco Resource Corp",344384685.68,3.05
"APYX","Apyx Medical Corp",343864987.26,10.02
"ANAC-U","Arctos NorthStar Acquisition Corp - Units (1 Ord Share Class A & 1/4 War)",343750000,10
"PMGMU","Priveterra Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)",343620000,9.96
"PFDRU","Pathfinder Acquisition Corp - Units (1 Ord Share Class A & 1/5 War)",343406250,9.99
"COLIU","Colicity Inc - Units (1 Ord Share Class A & 1/5 War)",343406250,9.99
"ATHN-U","Athena Technology Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)",342666670,10
"ROT","Rotor Acquisition Corp - Class A",342240000,9.92
"GMBTU","Queens Gambit Growth Capital - Units (1 Ord Class A & 1/3 War)",342031250,9.95
"NNBR","NN Inc",341931058.1,7.94
"WSG","Wanda Sports Group Co Ltd",341205702.015545,2.495
"CPSR","Capstar Special Purpose Acquisition Corp - Class A",341205000,9.89
"PROF","Profound Medical Corp",340924952.76,17.09
"MTA","Metalla Royalty and Streaming Ltd",340606265.6,10.92
"KINZ","KINS Technology Group Inc - Class A",340515000,9.87
"CCAC","CITIC Capital Acquisition Corp - Class A",339825000,9.85
"VTRU","Vitru Ltd",339645120.69,14.73
"TNXP","Tonix Pharmaceuticals Holding Corp",339569504.56,1.04
"POW","Powered Brands - Class A",339521400,9.8412
"NEBC","Nebula Caravel Acquisition Corp - Class A",339281250,9.87
"ATAC","Altimar Acquisition Corp - Class A",338937500,9.86
"ANAC","Arctos NorthStar Acquisition Corp - Class A",338593750,9.85
"BQ","Boqii Holding Ltd",338424117.52049,3.73
"STIM","Neuronetics Inc",336939426.6,13.08
"VMD","Viemed Healthcare Inc",336802720.88,8.51
"PICC","Pivotal Investment Corp III - Class A",336720000,9.76
"STKS","ONE Group Hospitality Inc",336339605.05,11.15
"EAC","Edify Acquisition Corp - Class A",336030000,9.74
"FBIO","Fortress Biotech Inc",335972365.92,3.54
"COLI","Colicity Inc - Class A",335843750,9.77
"MCBC","Macatawa Bank Corp",335776556.24,9.82
"MDH","MDH Acquisition Corp - Class A",335685000,9.73
"IIII","INSU Acquisition Corp III - Class A",335544000,9.84
"EPWR","Empowerment & Inclusion Capital I Corp - Class A",335340000,9.72
"ADEX","Adit Edtech Acquisition Corp",335340000,9.72
"TMKR","Tastemaker Acquisition Corp - Class A",335340000,9.72
"GNLN","Greenlane Holdings Inc - Class A",335234846.88,3.69
"KAIR","Kairos Acquisition Corp - Class A",335167500,9.715
"ONE","OneSmart International Education Group Ltd",335033190.076,2.16
"GP","GreenPower Motor Company Inc",334898800,16.07
"MIXT","MiX Telematics Ltd",334647154.8096,14.2
"PMGM","Priveterra Acquisition Corp - Class A",333615000,9.67
"PFDR","Pathfinder Acquisition Corp - Class A",333437500,9.7
"SWET","Athlon Acquisition Corp - Class A",333270000,9.66
"LMNR","Limoneira Company",332791245.8,18.85
"HCCC","Healthcare Capital Corp - Class A",332406250,9.67
"KRT","Karat Packaging Inc",332062290,17.37
"FWAA","Fifth Wall Acquisition Corp I - Class A",331991550,10.34
"JG","Aurora Mobile Ltd",331599678.57,2.88
"ATHN","Athena Technology Acquisition Corp - Class A",331530003.225,9.675
"VRNA","Verona Pharma Plc",331387088.89,5.72
"LOOP","Loop Industries Inc",331250926.71,7.81
"SSSS","SuRo Capital Corp",331127354.88,13.68
"GLRE","Greenlight Capital Re Ltd - Class A",330731510.72,9.49
"PUYI","Puyi Inc",330466410.808889,5.51
"SELB","Selecta Biosciences Inc",330377205.06,2.94
"ESCA","Escalade Inc",329794862.64,23.72
"MSGM","Motorsport Games Inc - Class A",328941710.5,18.5
"CTAC","Cerberus Telecom Acquisition Corp - Class A",328823183.7,9.9
"GTYH","GTY Technology Holdings Inc",328433933.52,6.21
"SYRS","Syros Pharmaceuticals Inc",327848815.1,5.3
"AUTL","Autolus Therapeutics plc",327687406.06,6.26
"YELL","Yellow Corporation",327537859.5,6.41
"FULC","Fulcrum Therapeutics Inc",327122755.96,10.01
"HFFG","HF Foods Group Inc",327054489.3,6.3
"PCYO","Pure Cycle Corp",327029209.92,13.68
"CBAT","CBAK Energy Technology Inc",326873330.49,3.71
"PTVCB","Protective Insurance Corp - Class B",326865526.59,23.09
"LPTV","Loop Media Inc",326519577.9,2.7
"HUIZ","Huize Holding Ltd",326276637.922,6.28
"LMRK","Landmark Infrastructure Partners LP",326259097.6,12.8
"HBB","Hamilton Beach Brands Holding Co - Class A",326186979.43,23.51
"BDSX","Biodesix Inc",326092794.94,12.14
"HLAHU","Hamilton Lane Alliance Holdings I Inc - Units (1 Ord Class A & 1/3 War)",326004703.52,10.04
"PSAC","Property Solutions Acquisition Corp",325862281.44,11.04
"PAVM","PAVmed Inc",325719844,3.95
"NR","Newpark Resources Inc",325637924.12,3.58
"ORMP","Oramed Pharmaceuticals Inc",324653241.54,10.74
"RGS","Regis Corp",324255769.2,9.06
"LITB","LightInTheBox Holding Co Ltd",322615599.84,2.88
"AGS","PlayAGS Inc",322318823.2,8.8
"TWLVU","Twelve Seas Investment Co II - Units (1 Ord Class A & 1/3 War)",322250000,10
"RVP","Retractable Technologies Inc",322155085.92,9.48
"PSAGU","Property Solutions Acquisition Corp II - Units (1 Ord Share Class A & 1/4 War)",322050000,10
"FSRXU","FinServ Acquisition Corp II - Units (1 Ord Share Class A & 1/4 War)",321736500,10.07
"VRCA","Verrica Pharmaceuticals Inc",320692039.2,11.7
"MTRX","Matrix Service Company",320678641.92,12.09
"HUGS-U","USHG Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)",319983690,10.02
"GGMCU","Glenfarne Merger Corp - Units (1 Ord Share Class A & 1/3 War)",319958800,9.98
"IACA","ION Acquisition Corp 1 Ltd - Class A",319879687.5,9.89
"VHC","Virnetx Holding Corp",319763565,4.5
"INVE","Identiv Inc",319638548.76,14.54
"AMTX","Aemetis Inc",319485109.05,10.17
"BRT","BRT Apartments Corp",319482655.75,18.17
"STIC","Northern Star Acquisition Corp - Class A",318891312.5,10.03
"VTGN","VistaGen Therapeutics Inc",318812429.25,2.25
"WALDU","Waldencast Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)",318750000,10.2
"BLUA-U","BlueRiver Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)",318717207.5,9.9677
"PUCK","Goal Acquisitions Corp",318679612.5,9.61
"IACC","ION Acquisition Corp 3 Ltd - Class A",318400000,9.95
"HBMD","Howard Bancorp Inc",317986015.07,16.93
"PIAI","Prime Impact Acquisition I - Class A",317752110,9.75
"PVBC","Provident Bancorp Inc",317354675.4,16.69
"CRDF","Cardiff Oncology Inc",317315490.05,8.45
"HRZN","Horizon Technology Finance Corp",317303813.52,16.14
"ITI","Iteris Inc",317301311.04,7.62
"IPHA","Innate Pharma",317225541.138,3.97
"IACB-U","ION Acquisition Corp 2 Ltd - Units (1 Ord Share Class A & 1/8 War)",317198750,10.03
"DTOC","Digital Transformation Opportunities Corp - Class A",317187500,10.15
"HLAH","Hamilton Lane Alliance Holdings I Inc - Class A",316912938.88,9.76
"BGLC","BioNexus Gene Lab Corp",316753581.2,1.85
"TEKK","Tekkorp Digital Acquisition Corp - Class A",316725000,9.84
"FIII","Forum Merger III Corp - Class A",316713375,9.9
"PBFS","Pioneer Bancorp Inc",316667907.01,12.19
"ENFAU","890 5th Avenue Partners Inc - Units (1 Ord Class A & 1/3 War)",316329750,9.9
"HCICU","Hennessy Capital Investment Corp V - Units (1 Ord Share Class A & 1/4 War)",316250000,10.12
"FLL","Full House Resorts Inc",316191894.66,9.27
"CRU","Crucible Acquisition Corp - Class A",315998437.5,9.77
"KIIIU","Kismet Acquisition Three Corp - Units (1 Ord Share Class A & 1/3 War)",315912500,9.95
"CLII","Climate Change Crisis Real Impact I Acquisition Corp - Class A",315675000,10.98
"GSAQ","Global Synergy Acquisition Corp - Class A",315351562.5,9.75
"CRSA","Crescent Acquisition Corp - Class A",315189018.58,10.09
"WHF","WhiteHorse Finance Inc",315154663.2,15.3
"HCHC","HC2 Holdings Inc",315104886.46,4.06
"COGT","Cogent Biosciences Inc",314964189.4,8.2
"ACTDU","ArcLight Clean Transition Corp II - Units (1 Ord Share Class A & 1/5 War)",314687500,10.07
"GSQD-U","G Squared Ascend I Inc - Units (1 Ord Share Class A & 1/5 War)",314687500,10.07
"HOWL","Werewolf Therapeutics Inc",314683627.23,11.97
"WPCA-U","Warburg Pincus Capital Corp I A - Units (1 Ord Class A & 1/5 War)",314375000,10.06
"PSAG","Property Solutions Acquisition Corp II - Class A",314320800,9.76
"SDACU","Sustainable Development Acquisition I Corp - Units (1 Ord Class A & 1/2 War)",314062500,10.05
"DHBCU","DHB Capital Corp - Units (1 Ord Share Class A & 1/3 War)",313750000,10.04
"LOKB","Live Oak Acquisition Corp II - Class A",313720000,9.92
"KSMT","Kismet Acquisition One Corp",313690000,9.88
"ATTO","Atento S.A.",313500000,20.9
"CLAS","Class Acceleration Corp - Class A",313410937.5,9.69
"HUGS","USHG Acquisition Corp - Class A",313277445,9.81
"GAMC","Golden Arrow Merger Corp - Class A",313125000,10.02
"FSRX","FinServ Acquisition Corp II - Class A",313110000,9.8
"IACB","ION Acquisition Corp 2 Ltd - Class A",313087500,9.9
"CATO","Cato Corp - Class A",313057740.95,13.85
"XPDIU","Power & Digital Infrastructure Acquisition Corp - Units (1 Ord Class A & 1/4 War)",312812500,10.01
"MACC-U","Mission Advancement Corp - Units (1 Ord Share Class A & 1/3 War)",312500000,10
"RXRAU","RXR Acquisition Corp - Units (1 Ord Share Class A & 1/5 War)",312500000,10
"DMYQ-U","dMY Technology Group Inc IV - Units (1 Ord Share Class A & 1/5 War)",312500000,10
"IPVIU","InterPrivate IV InfraTech Partners Inc - Units (1 Ord Share Class A & 1/5 War)",312500000,10
"GLBLU","Cartesian Growth Corp - Units (1 Ord Share Class A & 1/3 War)",312500000,10
